"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2021-02-26",7,2019,521,"abundance","NaiveArima","exclosures","BA",0,-1.5678399931217,1.5678399931217,217,520,1607,68,0.95
"2021-02-26",8,2019,522,"abundance","NaiveArima","exclosures","BA",0,-2.21726058190365,2.21726058190365,217,520,1607,68,0.95
"2021-02-26",9,2019,523,"abundance","NaiveArima","exclosures","BA",0,-2.71557852622522,2.71557852622522,217,520,1607,68,0.95
"2021-02-26",10,2019,524,"abundance","NaiveArima","exclosures","BA",0,-3.1356799862434,3.1356799862434,217,520,1607,68,0.95
"2021-02-26",11,2019,525,"abundance","NaiveArima","exclosures","BA",0,-3.50579680246292,3.50579680246292,217,520,1607,68,0.95
"2021-02-26",12,2019,526,"abundance","NaiveArima","exclosures","BA",0,-3.84040798147685,3.84040798147685,217,520,1607,68,0.95
"2021-02-26",1,2020,527,"abundance","NaiveArima","exclosures","BA",0,-4.14811471734123,4.14811471734123,217,520,1607,68,0.95
"2021-02-26",2,2020,528,"abundance","NaiveArima","exclosures","BA",0,-4.43452116380729,4.43452116380729,217,520,1607,68,0.95
"2021-02-26",3,2020,529,"abundance","NaiveArima","exclosures","BA",0,-4.7035199793651,4.7035199793651,217,520,1607,68,0.95
"2021-02-26",4,2020,530,"abundance","NaiveArima","exclosures","BA",0,-4.95794538496729,4.95794538496729,217,520,1607,68,0.95
"2021-02-26",5,2020,531,"abundance","NaiveArima","exclosures","BA",0,-5.19993698849807,5.19993698849807,217,520,1607,68,0.95
"2021-02-26",6,2020,532,"abundance","NaiveArima","exclosures","BA",0,-5.43115705245044,5.43115705245044,217,520,1607,68,0.95
"2021-02-26",7,2019,521,"abundance","NaiveArima","exclosures","DM",0,-2.01845426786254,2.01845426786254,217,520,1607,68,0.95
"2021-02-26",8,2019,522,"abundance","NaiveArima","exclosures","DM",0,-2.85452540064106,2.85452540064106,217,520,1607,68,0.95
