"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2021-02-25",2,2020,528,"abundance","nbGARCH","controls_interp","BA",0.157316911136997,0,2,217,540,1618,64,0.95
"2021-02-25",3,2020,529,"abundance","nbGARCH","controls_interp","BA",0.180280655819981,0,2,217,540,1618,64,0.95
"2021-02-25",4,2020,530,"abundance","nbGARCH","controls_interp","BA",0.183614546478054,0,1,217,540,1618,64,0.95
"2021-02-25",5,2020,531,"abundance","nbGARCH","controls_interp","BA",0.18409837928662,0,2,217,540,1618,64,0.95
"2021-02-25",6,2020,532,"abundance","nbGARCH","controls_interp","BA",0.184168402735853,0,2,217,540,1618,64,0.95
"2021-02-25",7,2020,533,"abundance","nbGARCH","controls_interp","BA",0.184178613848249,0,2,217,540,1618,64,0.95
"2021-02-25",8,2020,534,"abundance","nbGARCH","controls_interp","BA",0.184179993005911,0,1,217,540,1618,64,0.95
"2021-02-25",9,2020,535,"abundance","nbGARCH","controls_interp","BA",0.184180241532367,0,1,217,540,1618,64,0.95
"2021-02-25",10,2020,536,"abundance","nbGARCH","controls_interp","BA",0.184180229115381,0,2,217,540,1618,64,0.95
"2021-02-25",11,2020,537,"abundance","nbGARCH","controls_interp","BA",0.184180146310398,0,2,217,540,1618,64,0.95
"2021-02-25",12,2020,538,"abundance","nbGARCH","controls_interp","BA",0.184180134298834,0,2,217,540,1618,64,0.95
"2021-02-25",1,2021,539,"abundance","nbGARCH","controls_interp","BA",0.184179994079651,0,2,217,540,1618,64,0.95
"2021-02-25",2,2021,540,"abundance","nbGARCH","controls_interp","BA",0.184180129138121,0,1,217,540,1618,64,0.95
"2021-02-25",3,2021,541,"abundance","nbGARCH","controls_interp","BA",0.185819345250596,0,2,217,540,1618,64,0.95
"2021-02-25",4,2021,542,"abundance","nbGARCH","controls_interp","BA",0.186281075324972,0,2,217,540,1618,64,0.95
"2021-02-25",5,2021,543,"abundance","nbGARCH","controls_interp","BA",0.186380615890578,0,2,217,540,1618,64,0.95
"2021-02-25",6,2021,544,"abundance","nbGARCH","controls_interp","BA",0.18639981134819,0,2,217,540,1618,64,0.95
"2021-02-25",7,2021,545,"abundance","nbGARCH","controls_interp","BA",0.18640329621451,0,2,217,540,1618,64,0.95
"2021-02-25",8,2021,546,"abundance","nbGARCH","controls_interp","BA",0.186403897639213,0,2,217,540,1618,64,0.95
"2021-02-25",9,2021,547,"abundance","nbGARCH","controls_interp","BA",0.186404002125832,0,1,217,540,1618,64,0.95
"2021-02-25",10,2021,548,"abundance","nbGARCH","controls_interp","BA",0.186404016619521,0,2,217,540,1618,64,0.95
"2021-02-25",11,2021,549,"abundance","nbGARCH","controls_interp","BA",0.18640401329347,0,2,217,540,1618,64,0.95
"2021-02-25",12,2021,550,"abundance","nbGARCH","controls_interp","BA",0.186404012015536,0,2,217,540,1618,64,0.95
"2021-02-25",1,2022,551,"abundance","nbGARCH","controls_interp","BA",0.186404002599623,0,2,217,540,1618,64,0.95
"2021-02-25",2,2022,552,"abundance","nbGARCH","controls_interp","BA",0.186404010108859,0,2,217,540,1618,64,0.95
"2021-02-25",2,2020,528,"abundance","nbGARCH","controls_interp","DM",22.233425584705,13,31,217,540,1618,64,0.95
"2021-02-25",3,2020,529,"abundance","nbGARCH","controls_interp","DM",20.9032273102446,10,33,217,540,1618,64,0.95
"2021-02-25",4,2020,530,"abundance","nbGARCH","controls_interp","DM",19.7782916281352,9,33,217,540,1618,64,0.95
"2021-02-25",5,2020,531,"abundance","nbGARCH","controls_interp","DM",18.9512436221887,7,32,217,540,1618,64,0.95
"2021-02-25",6,2020,532,"abundance","nbGARCH","controls_interp","DM",18.1990358281544,7,33,217,540,1618,64,0.95
"2021-02-25",7,2020,533,"abundance","nbGARCH","controls_interp","DM",17.6106449409919,6,31,217,540,1618,64,0.95
"2021-02-25",8,2020,534,"abundance","nbGARCH","controls_interp","DM",16.853852949384,6,30,217,540,1618,64,0.95
"2021-02-25",9,2020,535,"abundance","nbGARCH","controls_interp","DM",16.3958811916524,4,30,217,540,1618,64,0.95
"2021-02-25",10,2020,536,"abundance","nbGARCH","controls_interp","DM",16.1530681754526,4,30,217,540,1618,64,0.95
"2021-02-25",11,2020,537,"abundance","nbGARCH","controls_interp","DM",16.0159444020733,5,30,217,540,1618,64,0.95
"2021-02-25",12,2020,538,"abundance","nbGARCH","controls_interp","DM",15.9303355229287,5,31,217,540,1618,64,0.95
"2021-02-25",1,2021,539,"abundance","nbGARCH","controls_interp","DM",15.922251391642,5,30,217,540,1618,64,0.95
"2021-02-25",2,2021,540,"abundance","nbGARCH","controls_interp","DM",16.0607838681837,4,28,217,540,1618,64,0.95
"2021-02-25",3,2021,541,"abundance","nbGARCH","controls_interp","DM",16.1551558633819,4,29,217,540,1618,64,0.95
"2021-02-25",4,2021,542,"abundance","nbGARCH","controls_interp","DM",16.215307988221,4,29,217,540,1618,64,0.95
"2021-02-25",5,2021,543,"abundance","nbGARCH","controls_interp","DM",16.2513368664528,4,28,217,540,1618,64,0.95
"2021-02-25",6,2021,544,"abundance","nbGARCH","controls_interp","DM",16.2684504361032,4,29,217,540,1618,64,0.95
"2021-02-25",7,2021,545,"abundance","nbGARCH","controls_interp","DM",16.2725223499456,4,30,217,540,1618,64,0.95
"2021-02-25",8,2021,546,"abundance","nbGARCH","controls_interp","DM",16.262784678819,4,29,217,540,1618,64,0.95
"2021-02-25",9,2021,547,"abundance","nbGARCH","controls_interp","DM",16.2467722379535,4,30,217,540,1618,64,0.95
"2021-02-25",10,2021,548,"abundance","nbGARCH","controls_interp","DM",16.2294501593494,4,29,217,540,1618,64,0.95
"2021-02-25",11,2021,549,"abundance","nbGARCH","controls_interp","DM",16.2129686669474,4,30,217,540,1618,64,0.95
"2021-02-25",12,2021,550,"abundance","nbGARCH","controls_interp","DM",16.1981018978768,4,30,217,540,1618,64,0.95
"2021-02-25",1,2022,551,"abundance","nbGARCH","controls_interp","DM",16.1859687983019,4,29,217,540,1618,64,0.95
"2021-02-25",2,2022,552,"abundance","nbGARCH","controls_interp","DM",16.178742062822,4,29,217,540,1618,64,0.95
"2021-02-25",2,2020,528,"abundance","nbGARCH","controls_interp","DO",0.786270492442536,0,3,217,540,1618,64,0.95
"2021-02-25",3,2020,529,"abundance","nbGARCH","controls_interp","DO",1.40171535579379,0,5,217,540,1618,64,0.95
"2021-02-25",4,2020,530,"abundance","nbGARCH","controls_interp","DO",1.88277508534487,0,6,217,540,1618,64,0.95
"2021-02-25",5,2020,531,"abundance","nbGARCH","controls_interp","DO",2.25848508211147,0,7,217,540,1618,64,0.95
"2021-02-25",6,2020,532,"abundance","nbGARCH","controls_interp","DO",2.55721641774022,0,8,217,540,1618,64,0.95
"2021-02-25",7,2020,533,"abundance","nbGARCH","controls_interp","DO",2.78485421961741,0,8,217,540,1618,64,0.95
"2021-02-25",8,2020,534,"abundance","nbGARCH","controls_interp","DO",2.96245872421237,0,8,217,540,1618,64,0.95
"2021-02-25",9,2020,535,"abundance","nbGARCH","controls_interp","DO",3.10098721115879,0,9,217,540,1618,64,0.95
"2021-02-25",10,2020,536,"abundance","nbGARCH","controls_interp","DO",3.20902215025788,0,10,217,540,1618,64,0.95
"2021-02-25",11,2020,537,"abundance","nbGARCH","controls_interp","DO",3.30028088919961,0,11,217,540,1618,64,0.95
"2021-02-25",12,2020,538,"abundance","nbGARCH","controls_interp","DO",3.36440272613065,0,11,217,540,1618,64,0.95
"2021-02-25",1,2021,539,"abundance","nbGARCH","controls_interp","DO",3.41439715802525,0,11,217,540,1618,64,0.95
"2021-02-25",2,2021,540,"abundance","nbGARCH","controls_interp","DO",3.45337506609713,0,11,217,540,1618,64,0.95
"2021-02-25",3,2021,541,"abundance","nbGARCH","controls_interp","DO",3.48999057321384,0,12,217,540,1618,64,0.95
"2021-02-25",4,2021,542,"abundance","nbGARCH","controls_interp","DO",3.52179542039661,0,11,217,540,1618,64,0.95
"2021-02-25",5,2021,543,"abundance","nbGARCH","controls_interp","DO",3.54865069641721,0,11,217,540,1618,64,0.95
"2021-02-25",6,2021,544,"abundance","nbGARCH","controls_interp","DO",3.571024428488,0,11,217,540,1618,64,0.95
"2021-02-25",7,2021,545,"abundance","nbGARCH","controls_interp","DO",3.5894748556969,0,12,217,540,1618,64,0.95
"2021-02-25",8,2021,546,"abundance","nbGARCH","controls_interp","DO",3.60460221299559,0,11,217,540,1618,64,0.95
"2021-02-25",9,2021,547,"abundance","nbGARCH","controls_interp","DO",3.61695334297127,0,11,217,540,1618,64,0.95
"2021-02-25",10,2021,548,"abundance","nbGARCH","controls_interp","DO",3.62700580797293,0,11,217,540,1618,64,0.95
"2021-02-25",11,2021,549,"abundance","nbGARCH","controls_interp","DO",3.63519078509563,0,12,217,540,1618,64,0.95
"2021-02-25",12,2021,550,"abundance","nbGARCH","controls_interp","DO",3.6418158109783,0,11,217,540,1618,64,0.95
"2021-02-25",1,2022,551,"abundance","nbGARCH","controls_interp","DO",3.64716943705719,0,12,217,540,1618,64,0.95
"2021-02-25",2,2022,552,"abundance","nbGARCH","controls_interp","DO",3.65148957377449,0,12,217,540,1618,64,0.95
"2021-02-25",2,2020,528,"abundance","nbGARCH","controls_interp","DS",0.0868083516638037,0,1,217,540,1618,64,0.95
"2021-02-25",3,2020,529,"abundance","nbGARCH","controls_interp","DS",0.093941923035973,0,1,217,540,1618,64,0.95
"2021-02-25",4,2020,530,"abundance","nbGARCH","controls_interp","DS",0.0945276315522852,0,1,217,540,1618,64,0.95
