"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2021-02-26",3,2019,516,"abundance","NaiveArima","all","BA",0,-11.645452441059,11.645452441059,217,515,1565,63,0.95
"2021-02-26",4,2019,517,"abundance","NaiveArima","all","BA",0,-13.0200116434744,13.0200116434744,217,515,1565,63,0.95
"2021-02-26",5,2019,518,"abundance","NaiveArima","all","BA",0,-14.2627081522217,14.2627081522217,217,515,1565,63,0.95
"2021-02-26",6,2019,519,"abundance","NaiveArima","all","BA",0,-15.4054855319361,15.4054855319361,217,515,1565,63,0.95
"2021-02-26",7,2019,520,"abundance","NaiveArima","all","BA",0,-16.4691567821165,16.4691567821165,217,515,1565,63,0.95
"2021-02-26",7,2019,521,"abundance","NaiveArima","all","BA",0,-17.4681786615885,17.4681786615885,217,515,1565,63,0.95
"2021-02-26",8,2019,522,"abundance","NaiveArima","all","BA",0,-18.4130770484571,18.4130770484571,217,515,1565,63,0.95
"2021-02-26",9,2019,523,"abundance","NaiveArima","all","BA",0,-19.3117981304606,19.3117981304606,217,515,1565,63,0.95
"2021-02-26",10,2019,524,"abundance","NaiveArima","all","BA",0,-20.1705153050412,20.1705153050412,217,515,1565,63,0.95
"2021-02-26",11,2019,525,"abundance","NaiveArima","all","BA",0,-20.9941379511078,20.9941379511078,217,515,1565,63,0.95
"2021-02-26",12,2019,526,"abundance","NaiveArima","all","BA",0,-21.7866465742066,21.7866465742066,217,515,1565,63,0.95
"2021-02-26",1,2020,527,"abundance","NaiveArima","all","BA",0,-22.5513216816361,22.5513216816361,217,515,1565,63,0.95
"2021-02-26",3,2019,516,"abundance","NaiveArima","all","DM",27,-3.7192347649557,57.7192347649557,217,515,1565,63,0.95
"2021-02-26",4,2019,517,"abundance","NaiveArima","all","DM",27,-7.34514857560786,61.3451485756079,217,515,1565,63,0.95
"2021-02-26",5,2019,518,"abundance","NaiveArima","all","DM",27,-10.6232252314537,64.6232252314537,217,515,1565,63,0.95
"2021-02-26",6,2019,519,"abundance","NaiveArima","all","DM",27,-13.6377278271412,67.6377278271412,217,515,1565,63,0.95
"2021-02-26",7,2019,520,"abundance","NaiveArima","all","DM",27,-16.4435584303234,70.4435584303234,217,515,1565,63,0.95
"2021-02-26",7,2019,521,"abundance","NaiveArima","all","DM",27,-19.0788521474335,73.0788521474335,217,515,1565,63,0.95
"2021-02-26",8,2019,522,"abundance","NaiveArima","all","DM",27,-21.5713749173436,75.5713749173436,217,515,1565,63,0.95
"2021-02-26",9,2019,523,"abundance","NaiveArima","all","DM",27,-23.9420877810997,77.9420877810997,217,515,1565,63,0.95
"2021-02-26",10,2019,524,"abundance","NaiveArima","all","DM",27,-26.2072753825394,80.2072753825394,217,515,1565,63,0.95
"2021-02-26",11,2019,525,"abundance","NaiveArima","all","DM",27,-28.3798880440319,82.3798880440319,217,515,1565,63,0.95
"2021-02-26",12,2019,526,"abundance","NaiveArima","all","DM",27,-30.4704258371697,84.4704258371697,217,515,1565,63,0.95
"2021-02-26",1,2020,527,"abundance","NaiveArima","all","DM",27,-32.4875423264547,86.4875423264547,217,515,1565,63,0.95
"2021-02-26",3,2019,516,"abundance","NaiveArima","all","DO",0,-20.5436864157866,20.5436864157866,217,515,1565,63,0.95
"2021-02-26",4,2019,517,"abundance","NaiveArima","all","DO",0,-22.968539667069,22.968539667069,217,515,1565,63,0.95
"2021-02-26",5,2019,518,"abundance","NaiveArima","all","DO",0,-25.1607745772117,25.1607745772117,217,515,1565,63,0.95
"2021-02-26",6,2019,519,"abundance","NaiveArima","all","DO",0,-27.1767426343337,27.1767426343337,217,515,1565,63,0.95
"2021-02-26",7,2019,520,"abundance","NaiveArima","all","DO",0,-29.0531599503454,29.0531599503454,217,515,1565,63,0.95
"2021-02-26",7,2019,521,"abundance","NaiveArima","all","DO",0,-30.81552962368,30.81552962368,217,515,1565,63,0.95
"2021-02-26",8,2019,522,"abundance","NaiveArima","all","DO",0,-32.4824203050733,32.4824203050733,217,515,1565,63,0.95
"2021-02-26",9,2019,523,"abundance","NaiveArima","all","DO",0,-34.0678498259427,34.0678498259427,217,515,1565,63,0.95
"2021-02-26",10,2019,524,"abundance","NaiveArima","all","DO",0,-35.582708646905,35.582708646905,217,515,1565,63,0.95
"2021-02-26",11,2019,525,"abundance","NaiveArima","all","DO",0,-37.0356573795859,37.0356573795859,217,515,1565,63,0.95
"2021-02-26",12,2019,526,"abundance","NaiveArima","all","DO",0,-38.4337180145978,38.4337180145978,217,515,1565,63,0.95
"2021-02-26",1,2020,527,"abundance","NaiveArima","all","DO",0,-39.7826776790246,39.7826776790246,217,515,1565,63,0.95
"2021-02-26",3,2019,516,"abundance","NaiveArima","all","DS",0,-1.81169148587568,1.81169148587568,217,515,1565,63,0.95
"2021-02-26",4,2019,517,"abundance","NaiveArima","all","DS",0,-2.02553265833781,2.02553265833781,217,515,1565,63,0.95
"2021-02-26",5,2019,518,"abundance","NaiveArima","all","DS",0,-2.21885985587005,2.21885985587005,217,515,1565,63,0.95
