"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2021-02-25",2,2020,528,"abundance","pevGARCH","dm_controls_interp","DM",23.7518888175493,15,34,217,540,1628,64,0.95
"2021-02-25",3,2020,529,"abundance","pevGARCH","dm_controls_interp","DM",22.9757662688396,12,36,217,540,1628,64,0.95
"2021-02-25",4,2020,530,"abundance","pevGARCH","dm_controls_interp","DM",21.6879180918124,10,35,217,540,1628,64,0.95
"2021-02-25",5,2020,531,"abundance","pevGARCH","dm_controls_interp","DM",19.8224252002955,8,34,217,540,1628,64,0.95
"2021-02-25",6,2020,532,"abundance","pevGARCH","dm_controls_interp","DM",17.9330627734608,7,32,217,540,1628,64,0.95
"2021-02-25",7,2020,533,"abundance","pevGARCH","dm_controls_interp","DM",16.4430580845498,5,30,217,540,1628,64,0.95
"2021-02-25",8,2020,534,"abundance","pevGARCH","dm_controls_interp","DM",15.7672020450646,5,28,217,540,1628,64,0.95
"2021-02-25",9,2020,535,"abundance","pevGARCH","dm_controls_interp","DM",15.4181272905915,5,28,217,540,1628,64,0.95
"2021-02-25",10,2020,536,"abundance","pevGARCH","dm_controls_interp","DM",15.4511126295817,4,29,217,540,1628,64,0.95
"2021-02-25",11,2020,537,"abundance","pevGARCH","dm_controls_interp","DM",16.3064949198412,5,31,217,540,1628,64,0.95
"2021-02-25",12,2020,538,"abundance","pevGARCH","dm_controls_interp","DM",17.3366214902544,5,32,217,540,1628,64,0.95
"2021-02-25",1,2021,539,"abundance","pevGARCH","dm_controls_interp","DM",18.4220821504313,5,34,217,540,1628,64,0.95
"2021-02-25",2,2021,540,"abundance","pevGARCH","dm_controls_interp","DM",19.1101777681879,6,34,217,540,1628,64,0.95
"2021-02-25",3,2021,541,"abundance","pevGARCH","dm_controls_interp","DM",19.3929202688085,6,34,217,540,1628,64,0.95
"2021-02-25",4,2021,542,"abundance","pevGARCH","dm_controls_interp","DM",19.3136239884233,6,33,217,540,1628,64,0.95
"2021-02-25",5,2021,543,"abundance","pevGARCH","dm_controls_interp","DM",18.336063190865,5,31,217,540,1628,64,0.95
"2021-02-25",6,2021,544,"abundance","pevGARCH","dm_controls_interp","DM",16.9603917604004,5,30,217,540,1628,64,0.95
"2021-02-25",7,2021,545,"abundance","pevGARCH","dm_controls_interp","DM",15.5148249678667,4,28,217,540,1628,64,0.95
"2021-02-25",8,2021,546,"abundance","pevGARCH","dm_controls_interp","DM",14.6047107913874,4,26,217,540,1628,64,0.95
"2021-02-25",9,2021,547,"abundance","pevGARCH","dm_controls_interp","DM",14.4617778389165,3,26,217,540,1628,64,0.95
"2021-02-25",10,2021,548,"abundance","pevGARCH","dm_controls_interp","DM",14.5654264373427,3,27,217,540,1628,64,0.95
"2021-02-25",11,2021,549,"abundance","pevGARCH","dm_controls_interp","DM",15.029066776083,3,27,217,540,1628,64,0.95
"2021-02-25",12,2021,550,"abundance","pevGARCH","dm_controls_interp","DM",15.9112915255335,4,28,217,540,1628,64,0.95
"2021-02-25",1,2022,551,"abundance","pevGARCH","dm_controls_interp","DM",16.9342303067551,4,31,217,540,1628,64,0.95
"2021-02-25",2,2022,552,"abundance","pevGARCH","dm_controls_interp","DM",17.6616631312139,5,32,217,540,1628,64,0.95
"2021-02-25",2,2020,528,"abundance","pevGARCH","dm_controls_interp","total",23.7518888175493,15,33,217,540,1628,64,0.95
"2021-02-25",3,2020,529,"abundance","pevGARCH","dm_controls_interp","total",22.9757662688396,12,36,217,540,1628,64,0.95
"2021-02-25",4,2020,530,"abundance","pevGARCH","dm_controls_interp","total",21.6879180918124,10,34,217,540,1628,64,0.95
"2021-02-25",5,2020,531,"abundance","pevGARCH","dm_controls_interp","total",19.8224252002955,8,32,217,540,1628,64,0.95
"2021-02-25",6,2020,532,"abundance","pevGARCH","dm_controls_interp","total",17.9330627734608,6,30,217,540,1628,64,0.95
"2021-02-25",7,2020,533,"abundance","pevGARCH","dm_controls_interp","total",16.4430580845498,6,29,217,540,1628,64,0.95
"2021-02-25",8,2020,534,"abundance","pevGARCH","dm_controls_interp","total",15.7672020450646,5,29,217,540,1628,64,0.95
"2021-02-25",9,2020,535,"abundance","pevGARCH","dm_controls_interp","total",15.4181272905915,5,29,217,540,1628,64,0.95
"2021-02-25",10,2020,536,"abundance","pevGARCH","dm_controls_interp","total",15.4511126295817,4,28,217,540,1628,64,0.95
"2021-02-25",11,2020,537,"abundance","pevGARCH","dm_controls_interp","total",16.3064949198412,4,29,217,540,1628,64,0.95
"2021-02-25",12,2020,538,"abundance","pevGARCH","dm_controls_interp","total",17.3366214902544,5,30,217,540,1628,64,0.95
"2021-02-25",1,2021,539,"abundance","pevGARCH","dm_controls_interp","total",18.4220821504313,5,32,217,540,1628,64,0.95
"2021-02-25",2,2021,540,"abundance","pevGARCH","dm_controls_interp","total",19.1101777681879,5,34,217,540,1628,64,0.95
"2021-02-25",3,2021,541,"abundance","pevGARCH","dm_controls_interp","total",19.3929202688085,6,34,217,540,1628,64,0.95
"2021-02-25",4,2021,542,"abundance","pevGARCH","dm_controls_interp","total",19.3136239884233,6,33,217,540,1628,64,0.95
"2021-02-25",5,2021,543,"abundance","pevGARCH","dm_controls_interp","total",18.336063190865,5,32,217,540,1628,64,0.95
"2021-02-25",6,2021,544,"abundance","pevGARCH","dm_controls_interp","total",16.9603917604004,5,30,217,540,1628,64,0.95
"2021-02-25",7,2021,545,"abundance","pevGARCH","dm_controls_interp","total",15.5148249678667,4,28,217,540,1628,64,0.95
"2021-02-25",8,2021,546,"abundance","pevGARCH","dm_controls_interp","total",14.6047107913874,4,28,217,540,1628,64,0.95
"2021-02-25",9,2021,547,"abundance","pevGARCH","dm_controls_interp","total",14.4617778389165,4,28,217,540,1628,64,0.95
"2021-02-25",10,2021,548,"abundance","pevGARCH","dm_controls_interp","total",14.5654264373427,4,29,217,540,1628,64,0.95
"2021-02-25",11,2021,549,"abundance","pevGARCH","dm_controls_interp","total",15.029066776083,4,29,217,540,1628,64,0.95
"2021-02-25",12,2021,550,"abundance","pevGARCH","dm_controls_interp","total",15.9112915255335,4,31,217,540,1628,64,0.95
"2021-02-25",1,2022,551,"abundance","pevGARCH","dm_controls_interp","total",16.9342303067551,5,32,217,540,1628,64,0.95
"2021-02-25",2,2022,552,"abundance","pevGARCH","dm_controls_interp","total",17.6616631312139,5,33,217,540,1628,64,0.95
