"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2021-02-26",7,2019,520,"abundance","NaiveArima","exclosures","BA",0,-1.57099778079853,1.57099778079853,217,519,1599,67,0.95
"2021-02-26",7,2019,521,"abundance","NaiveArima","exclosures","BA",0,-2.22172636806332,2.22172636806332,217,519,1599,67,0.95
"2021-02-26",8,2019,522,"abundance","NaiveArima","exclosures","BA",0,-2.72104797492101,2.72104797492101,217,519,1599,67,0.95
"2021-02-26",9,2019,523,"abundance","NaiveArima","exclosures","BA",0,-3.14199556159706,3.14199556159706,217,519,1599,67,0.95
"2021-02-26",10,2019,524,"abundance","NaiveArima","exclosures","BA",0,-3.51285783036683,3.51285783036683,217,519,1599,67,0.95
"2021-02-26",11,2019,525,"abundance","NaiveArima","exclosures","BA",0,-3.84814295000114,3.84814295000114,217,519,1599,67,0.95
"2021-02-26",12,2019,526,"abundance","NaiveArima","exclosures","BA",0,-4.15646943822728,4.15646943822728,217,519,1599,67,0.95
"2021-02-26",1,2020,527,"abundance","NaiveArima","exclosures","BA",0,-4.44345273612664,4.44345273612664,217,519,1599,67,0.95
"2021-02-26",2,2020,528,"abundance","NaiveArima","exclosures","BA",0,-4.7129933423956,4.7129933423956,217,519,1599,67,0.95
"2021-02-26",3,2020,529,"abundance","NaiveArima","exclosures","BA",0,-4.9679311863933,4.9679311863933,217,519,1599,67,0.95
"2021-02-26",4,2020,530,"abundance","NaiveArima","exclosures","BA",0,-5.21041018538973,5.21041018538973,217,519,1599,67,0.95
"2021-02-26",5,2020,531,"abundance","NaiveArima","exclosures","BA",0,-5.44209594984202,5.44209594984202,217,519,1599,67,0.95
"2021-02-26",7,2019,520,"abundance","NaiveArima","exclosures","DM",0,-2.0225196380797,2.0225196380797,217,519,1599,67,0.95
"2021-02-26",7,2019,521,"abundance","NaiveArima","exclosures","DM",0,-2.86027470233823,2.86027470233823,217,519,1599,67,0.95
"2021-02-26",8,2019,522,"abundance","NaiveArima","exclosures","DM",0,-3.50310677245986,3.50310677245986,217,519,1599,67,0.95
"2021-02-26",9,2019,523,"abundance","NaiveArima","exclosures","DM",0,-4.0450392761594,4.0450392761594,217,519,1599,67,0.95
"2021-02-26",10,2019,524,"abundance","NaiveArima","exclosures","DM",0,-4.52249139657448,4.52249139657448,217,519,1599,67,0.95
"2021-02-26",11,2019,525,"abundance","NaiveArima","exclosures","DM",0,-4.95414110805377,4.95414110805377,217,519,1599,67,0.95
"2021-02-26",12,2019,526,"abundance","NaiveArima","exclosures","DM",0,-5.35108398410324,5.35108398410324,217,519,1599,67,0.95
